created_at;author.username;text
24-07-2016 12:51;javymoon;#laMonedacensurada inaceptable!!! #nomasafp https://t.co/s797i1mzha
24-07-2016 12:49;carito31tf;Por un Chile mas justo, no mas afp!!! #nomasafp @ Plaza Los Heroes https://t.co/zikhC4Lzav
24-07-2016 12:47;pilarcurti;Somos miles en todo Chile #NoMasAfp https://t.co/UFe84LKLRa
24-07-2016 12:43;baaputalawea;#NOMasAFP en Los Andes https://t.co/a7rhY8FC2S
24-07-2016 12:43;valecita__paz;Mucha genteee!!! ????????!! #nomasafp #nomasafps #santiago https://t.co/MBT9ILnAfU
24-07-2016 12:41;pschsulsohn;Muchos miles en marcha #NoMásAFP
24-07-2016 12:41;MiiLa_Paz;#marcha #nomasafp @ Plaza Los Heroes https://t.co/ljPvrdaFD6
24-07-2016 12:40;lhuzero;@T13 @TVN @CNNChile @SoledadOnetto todo Chile marchando x #NoMasAFP
24-07-2016 12:34;VictorGhibli;Chile en las calles #nomásAFP https://t.co/OUJ7UT4S9e
24-07-2016 12:23;KrizRuiz;#NOMasAFP Apoyando a full ??????
24-07-2016 12:23;Pipefias20;Marchando #nomasAFP https://t.co/QNA2Tzr5jD
24-07-2016 12:22;ngodoyf;Somos miles marchando por #NOMasAFP https://t.co/XkkeuoNCco
24-07-2016 12:14;s_vitalia;#NOMasAFP #iqq #iquique se impone @reddeemergencia @HombredeRadio @elfranconoticia @ahoranoticiasAN @JoseRepenning https://t.co/TLSSkvPZy9
24-07-2016 12:12;djrami68;Somos muchos...no mas AFP https://t.co/BH8PwOAD9m
24-07-2016 12:08;nata_dom;Somos millones en la calle  #NOMasAFP
24-07-2016 12:07;medinalorca;Oooohhh #CHILEDESPERTO NO MAS! #NOMasAFP
24-07-2016 12:06;juli_hip;#NOMasAFP  Somos miles!!! https://t.co/ZSzNIEiIuu
24-07-2016 11:59;berniap;Se entiende? #NOMasAFP https://t.co/bKKyVDS9NT
24-07-2016 11:57;moniquitag;#NOMasAFP en #Osorno mucha gente!!!! https://t.co/TVYGwO0vgd
24-07-2016 11:56;KikeSantana;Mucha gente en Santiago marchando contra las AFPs #NOMasAFP https://t.co/TSUAJwQEv7
24-07-2016 11:54;berniap;Somos muchos #Chile #NOMasAFP https://t.co/pNGDkvYXPC
24-07-2016 11:53;veraxvel;#No+AFP #NoMasAfp SOMOS MILEEEEEES https://t.co/eKYr4qcGWZ
24-07-2016 11:53;rubenleuquen;Mucha gente #NOMasAFP #Punta_Arenas #Chile https://t.co/izSmBC3gC6
24-07-2016 11:50;Luisardo_MC;Somos miles!!!! #NOMasAFP \n@brigadachacon https://t.co/IDkYyPxZZ1
24-07-2016 11:44;mfuentest;Marchando #NOMasAFP https://t.co/c4MCnwvU9d
24-07-2016 11:39;rodrigodelao;No mas #Abuso #Fiscal y #Privado #NOMasAFP #AFP
24-07-2016 11:23;CAV11;#NoMásAFP en Los Andes https://t.co/lIwgL1wYuF
24-07-2016 11:11;nata_dom;Somos millones #NOMasAFP https://t.co/Sb60Y2Zz2N
24-07-2016 10:42;cibarrag;#NoMasAFP Las Pensiones en Chile.... https://t.co/GyeCKvI0mJ
24-07-2016 6:23;KarlosOlivarez;The latest El Diario de Carlos Olivares! https://t.co/MaYOBGZMZ5 Thanks to @ex_rolmedo73 @sebatotal90 #quesigaeleoeoeo #nomasafp
24-07-2016 5:01;World_Info_News;The latest El Noticias del mundo Diario! https://t.co/S6Pnfq9Niz Thanks to @lagovillarrica @Alpha_Anny #nomasafp #entrepreneur
24-07-2016 0:37;carvallo58;#NOMasAFP. CHILE DICE NO +
24-07-2016 0:01;lramirez;The latest Resonancias y latidos! https://t.co/DScTK92kCS Thanks to @seanlole @alvarograves @LamismaVilma #nomasafp #lugaresquehablan
23-07-2016 23:02;Aleinevolution;FUCK AFP!!! Mañana a marchar!!! #NOMasAFP
23-07-2016 22:11;TheCatPawer;The latest El Diario de El Mendoza! https://t.co/LRbZXYU5TT Thanks to @papurri_pop @camlagos @pipelalo #nomasafp #yomarcoporelcambio
23-07-2016 22:00;zonalacustre;The latest noticias que pueden interesarte! https://t.co/CrwHMmCh4C Thanks to @Felipex74103244 @AtienzaCortes @cosmica_gatita #nomasafp
23-07-2016 21:43;joserobe1958;"""@Tapalca54: @Carlossassarini @gloriaapii @el_dinamo \n#NoMasAFP https://t.co/pX822APo1y"" FAVOR NO FALTEMOS TODO CHILE A LAS CALLES RT RT ??"
23-07-2016 19:41;hija_d3l_sol;Defendiendo lo indefendible #NOMasAFP https://t.co/UaK8lJn15d
23-07-2016 19:29;mariela2770;The latest Libertad para Expresarse! https://t.co/NvSqmvrohO Thanks to @24HDeportesTVN @prensaopal @radicalyfeliz #nomasafp #perunews
23-07-2016 18:52;o_ar_e;Por chile #NOMasAFP #YOmarchoEL24
23-07-2016 16:37;obanrod;@Mega @TVN @canal13 @chilevision Cuanto les pagan las #afp  por hacerse los weones #NOMasAFP
22-07-2016 16:32;kjarca;No mas AFP en  chile por favor
22-07-2016 15:49;aplazaga;#NOMasAFP Hasts cuando ?? https://t.co/sNoMqpuPWq
22-07-2016 11:04;andres_cmc;#HayCosasDolorosasY No comprensibles #NoMasAFP https://t.co/JgTqEs1fRe
22-07-2016 1:41;piratachile;No faltes!!! 24 J\n#NOmasAFP https://t.co/uj4Sck1cee
22-07-2016 0:30;Alvaro_Riffo;Exacto #NOMasAFP https://t.co/AxSqdZ3Zs9
21-07-2016 22:11;TheCatPawer;The latest El Diario de El Mendoza! https://t.co/YXvlnOCTWE Thanks to @Marccella85 @jaran_13 @LuisMesina1 #chillanonline #nomasafp
21-07-2016 9:38;illapu;SE VIENE!!\nEN TRES DIAS...\nNO MAS AFP!!! RT RT RT https://t.co/7vatF9LO6j
21-07-2016 0:53;VaneHuerta_Vet;Y en Stgo? #NOMasAFP https://t.co/qfhtR7b6Qz
19-07-2016 19:41;SebastianJonesM;Me sumo!! #NOMasAFP #24JulioNoMasAFP #PensionesParaElPueblo @Chileokulto @PiensaPrensa @prensaopal https://t.co/nPc18FmKGt
19-07-2016 14:26;Gusblackfire;#NoMasAFP muchachos!! https://t.co/qvxeFZ4PdH
18-07-2016 22:07;TheCatPawer;The latest El Diario de El Mendoza! https://t.co/WCTUnJo8Tt Thanks to @Izquierda_Tuit @Cata_Gaete @LaRedTV #chillanonline #nomasafp
18-07-2016 20:56;zonalacustre;The latest noticias que pueden interesarte! https://t.co/GbHCC9RHlx Thanks to @Charly_torresv @AZV04 @Rebolleo #nomasafp #grandesmedios
18-07-2016 11:21;jmarroquing;Pensiones en #Chile, #NOMasAFP!!! #Iquique #AltoHospicio https://t.co/CJVUrtKNyz
15-07-2016 9:37;zarateceleste;Y este gil cree que somos wones!! @subelaradio @ValdebenitoNata #cafeconnata #NOMasAFP
14-07-2016 2:00;jnitrigual;@GustavoAgurto ya somos 2 no mas #AFP
12-07-2016 18:40;mhmagofke;#NoMásAFP ¿Y en Chile? https://t.co/ON1QwzVYFt
12-07-2016 18:39;mora_pancho;que terrible #NoMasAfp https://t.co/kjU7g5vn2l
09-07-2016 18:17;_MandyBoyd_;Que horrible!!! ??\n#NOMasAFP #Comparte #RT https://t.co/y02GIDPUj0
08-07-2016 15:26;castroman81;inaceptable! #NOMasAFP https://t.co/dY93wap6uA
06-07-2016 9:10;laninred;@juan_acosta_a @DavinciTessa Por todo Chile #NomasAFP
05-07-2016 20:59;Tatoriquelme;Caso #Andrade #NoMasAFP https://t.co/ObrUuY4pJC
01-07-2016 2:38;andrea_pmm;@24HorasTVN simple! #NoMasAFP
24-06-2016 10:09;AndresRodAlf;#Nomasafp #Nomasafp #Nomasafp ¡¡por favor!! https://t.co/tpSC2BgWee
24-06-2016 2:30;laninred;@kekotrotamundos @RodriguezManuel Simple, #NomasAFP
22-06-2016 7:43;cvarela04;Defendiendo lo indefendible, #nomasafp @chvnoticiascl https://t.co/VRGuz4E1Nh
15-06-2016 7:28;newyorkpresence;@ELITE_LEGENDZ_ @Arab_Arabism @Mgwv1oo @DULCE_PASION__ @RolyTfb @guy1_big @eReferenceDesk @LMJB @cathhewat123 @NOmasAFP no mas AFP CHILE ???
13-06-2016 9:19;newyorkpresence;@Alhfreddo @dbravo_UC @cathhewat123 @manjarshhh @newyorkpresence @usatur  @ValeskaOyarceP No mas #AFP  en CHILE no mas pensiones miserables
12-06-2016 7:47;newyorkpresence;@cathhewat123 @BODYGUA89419512 @MakoMgwv @DanutaNowak5 @horncathes @RobVan_Doesburg  @jaimemise @Twdfan45  @rfantuzzih no mas AFP CHILE ???
11-06-2016 4:06;libertadonde;The latest Libertad Adonde? El Diario! https://t.co/6jSozVhth1 Thanks to @ivanexxx69 @leonellienlaf @BorisYaikin #siguemeytesigo #nomasafp
05-05-2016 10:47;berniap;Y en Chile #NoMasAfp https://t.co/SOVn4kgyU9
27-04-2016 23:36;rrorroso;@AlephEdu @TendenciaAFP es posible? #NoMasAFP
05-04-2016 15:52;Nino_Mundaca;#NoMásAFP de no creer... https://t.co/R90iz9tpT7
22-03-2016 9:57;BenjaminGanga;A movilizarse !! #NomasAFP
07-03-2016 7:31;RockandRolec;Fin a las @AFPdeChile @GobiernodeChile #NoMasRobos #NoMasAfp https://t.co/IkiCkXJXPq
02-03-2016 10:54;Funkchelo;Mas pruebas? #NoMasAFP https://t.co/s0j2QaPwll
01-03-2016 23:22;gersonpaillague;#EstadoNACIONAL #AC #ENACIONAL #CHV #nomasafp hace frio? https://t.co/RkhZLDY8hg
31-01-2016 14:32;Cristian_rojasc;Cosas importantes en twitter\n#SupermercadosVacios\n#FarmaciaPopular\n#ColusionCiudadana\n#NuevaConstitucion\n#AC\n#DerogarLeyDePesca\n#NoMasAFP
26-01-2016 15:05;bernardita_isa;@wolverinetaimad @sbricenob he participado en muchas marchas #NoMasAFP https://t.co/pZ1uihnxDk
19-01-2016 8:54;rubenleuquen;Por favor #nomasAFP https://t.co/knHlm8hsn4
13-01-2016 18:34;rotgo;@PrevisionCL // Muchas gracias!! #NoMasAfp
07-01-2016 13:10;romandelcampo;Retweeted pitiao (@pitia0):\n\nNo mas AFP, no mas robos !!! https://t.co/iON7cetYGf https://t.co/NGScvN8MYx
